data,ATS,temperatura_C,umidita_assoluta_gm3,umidita_relativa_pct,NO2_ugm3,PM10_ugm3,PM25_ugm3,stagione,settimana_iso,anno,mese,giorno_anno
2023-03-29,ATS_Bergamo,12.658914,53.31954,47.97717,25.51,22.0,14.0,2022/23,13,2023,3,88
2023-03-30,ATS_Bergamo,10.428166,77.00551,79.60641,28.26,26.38,15.6,2022/23,13,2023,3,89
2023-03-31,ATS_Bergamo,8.205998,71.36412,85.6587,24.92,21.0,11.0,2022/23,13,2023,3,90
2023-04-01,ATS_Bergamo,13.960078,46.907997,38.76489,20.86,10.38,11.0,2022/23,13,2023,4,91
2023-04-02,ATS_Bergamo,13.096623,52.662838,45.262783,17.88,15.0,13.2,2022/23,13,2023,4,92
2023-04-03,ATS_Bergamo,11.694209,57.168797,53.86219,18.53,15.88,11.8,2022/23,14,2023,4,93
2023-04-04,ATS_Bergamo,5.933258,41.54767,58.28054,14.83,21.0,14.6,2022/23,14,2023,4,94
2023-04-05,ATS_Bergamo,6.079673,38.217827,52.875393,19.72,23.75,18.6,2022/23,14,2023,4,95
2023-04-06,ATS_Bergamo,8.385651,34.857765,41.558235,27.08,28.0,22.2,2022/23,14,2023,4,96
2023-04-07,ATS_Bergamo,7.8969855,48.78084,60.49414,30.97,36.43,27.8,2022/23,14,2023,4,97
2023-04-08,ATS_Bergamo,11.40595,50.195316,48.08218,21.25,30.62,25.2,2022/23,14,2023,4,98
2023-04-09,ATS_Bergamo,10.645416,59.019802,60.472485,13.67,17.62,14.8,2022/23,14,2023,4,99
2023-04-10,ATS_Bergamo,11.715798,48.982693,46.866543,13.74,11.75,9.6,2022/23,15,2023,4,100
2023-04-11,ATS_Bergamo,14.08044,63.12652,52.242744,26.13,20.12,14.0,2022/23,15,2023,4,101
2023-04-12,ATS_Bergamo,10.391963,65.64323,68.90821,20.69,26.0,19.5,2022/23,15,2023,4,102
2023-04-13,ATS_Bergamo,6.188629,59.4495,79.43086,18.35,12.17,15.5,2022/23,15,2023,4,103
2023-04-14,ATS_Bergamo,12.127699,39.702465,36.453358,23.96,10.14,8.25,2022/23,15,2023,4,104
2023-04-15,ATS_Bergamo,11.992026,49.353443,45.53962,21.89,13.71,12.25,2022/23,15,2023,4,105
2023-04-16,ATS_Bergamo,13.875048,55.11742,45.03771,19.88,15.0,12.25,2022/23,15,2023,4,106
2023-04-17,ATS_Bergamo,13.416133,53.76771,45.503742,22.7,13.86,12.0,2022/23,16,2023,4,107
2023-04-18,ATS_Bergamo,15.433119,59.233723,45.575287,26.61,18.86,16.75,2022/23,16,2023,4,108
2023-04-19,ATS_Bergamo,14.794133,69.74946,55.343,21.21,17.0,13.25,2022/23,16,2023,4,109
2023-04-20,ATS_Bergamo,7.8997064,77.196815,93.504814,18.19,9.71,7.75,2022/23,16,2023,4,110
2023-04-21,ATS_Bergamo,10.188455,74.811714,78.7131,21.93,10.83,8.75,2022/23,16,2023,4,111
2023-04-22,ATS_Bergamo,14.313909,74.154495,60.020786,19.21,14.57,11.8,2022/23,16,2023,4,112
2023-04-23,ATS_Bergamo,13.516824,79.22261,68.31766,18.57,21.86,18.2,2022/23,16,2023,4,113
2023-04-24,ATS_Bergamo,15.561711,63.950443,47.37821,16.31,10.0,8.2,2022/23,17,2023,4,114
2023-04-25,ATS_Bergamo,12.443407,68.84115,61.6029,13.4,8.17,5.75,2022/23,17,2023,4,115
2023-04-26,ATS_Bergamo,14.12864,46.38959,37.33039,20.15,10.67,9.5,2022/23,17,2023,4,116
2023-04-27,ATS_Bergamo,14.941942,62.343716,48.604713,22.82,19.5,17.2,2022/23,17,2023,4,117
2023-04-28,ATS_Bergamo,14.70959,71.64098,57.401424,21.89,20.75,15.8,2022/23,17,2023,4,118
2023-04-29,ATS_Bergamo,15.980342,95.656044,70.1472,17.85,21.62,16.2,2022/23,17,2023,4,119
2023-04-30,ATS_Bergamo,16.213182,94.164246,68.61888,11.93,22.57,17.75,2022/23,17,2023,4,120
2023-10-01,ATS_Bergamo,21.342855,102.4795,54.911465,20.03,35.88,25.2,2023/24,39,2023,10,274
2023-10-02,ATS_Bergamo,22.598297,116.65249,57.87321,28.99,45.5,34.0,2023/24,40,2023,10,275
2023-10-03,ATS_Bergamo,21.821896,120.08612,62.19583,29.07,43.29,31.5,2023/24,40,2023,10,276
2023-10-04,ATS_Bergamo,19.153927,121.41071,73.34113,22.23,39.57,29.75,2023/24,40,2023,10,277
2023-10-05,ATS_Bergamo,19.68155,111.944496,65.65069,23.1,22.29,15.5,2023/24,40,2023,10,278
2023-10-06,ATS_Bergamo,19.912506,113.210014,65.116684,24.85,34.0,23.75,2023/24,40,2023,10,279
2023-10-07,ATS_Bergamo,21.392416,100.72766,52.995453,21.57,30.29,22.75,2023/24,40,2023,10,280
2023-10-08,ATS_Bergamo,24.53517,92.250755,40.61723,18.67,25.86,17.0,2023/24,40,2023,10,281
2023-10-09,ATS_Bergamo,24.674923,88.75712,38.771717,27.7,37.5,18.5,2023/24,41,2023,10,282
2023-10-10,ATS_Bergamo,22.869816,93.4693,45.34412,36.84,53.57,28.4,2023/24,41,2023,10,283
2023-10-11,ATS_Bergamo,21.326324,110.33486,58.354214,32.79,61.86,37.4,2023/24,41,2023,10,284
2023-10-12,ATS_Bergamo,20.65016,109.57307,60.513557,31.11,48.29,28.8,2023/24,41,2023,10,285
2023-10-13,ATS_Bergamo,19.98997,105.12645,60.290524,30.6,35.86,20.8,2023/24,41,2023,10,286
2023-10-14,ATS_Bergamo,18.814117,106.57674,65.7271,22.99,25.57,14.6,2023/24,41,2023,10,287
2023-10-15,ATS_Bergamo,18.900822,62.79601,38.06452,16.58,17.5,12.5,2023/24,41,2023,10,288
2023-10-16,ATS_Bergamo,11.495026,59.86781,58.8706,20.27,16.86,9.75,2023/24,42,2023,10,289
2023-10-17,ATS_Bergamo,12.546539,63.963665,57.784218,28.63,24.43,15.25,2023/24,42,2023,10,290
2023-10-18,ATS_Bergamo,11.137987,78.53821,77.78554,30.99,34.29,23.0,2023/24,42,2023,10,291
2023-10-19,ATS_Bergamo,11.860818,96.40639,91.20929,29.1,24.71,22.0,2023/24,42,2023,10,292
2023-10-20,ATS_Bergamo,15.190373,118.07287,90.6213,25.02,15.75,9.2,2023/24,42,2023,10,293
2023-10-21,ATS_Bergamo,13.936537,101.539055,83.7073,19.97,13.75,8.4,2023/24,42,2023,10,294
2023-10-22,ATS_Bergamo,14.58759,91.84569,72.75286,16.59,9.88,6.6,2023/24,42,2023,10,295
2023-10-23,ATS_Bergamo,14.256291,80.05791,65.07157,27.78,17.43,12.25,2023/24,43,2023,10,296
2023-10-24,ATS_Bergamo,12.13436,104.795815,97.00728,25.79,11.67,10.0,2023/24,43,2023,10,297
2023-10-25,ATS_Bergamo,11.8389845,93.91582,88.3446,24.53,18.43,12.25,2023/24,43,2023,10,298
2023-10-26,ATS_Bergamo,12.509255,90.64997,81.79121,26.96,26.86,20.5,2023/24,43,2023,10,299
2023-10-27,ATS_Bergamo,16.209904,87.60976,62.420414,24.3,14.0,10.33,2023/24,43,2023,10,300
2023-10-28,ATS_Bergamo,14.345576,79.78939,63.91552,24.08,20.12,14.6,2023/24,43,2023,10,301
2023-10-29,ATS_Bergamo,11.661948,88.98237,85.246544,18.26,11.75,9.0,2023/24,43,2023,10,302
2023-10-30,ATS_Bergamo,12.208649,101.4505,93.82867,23.1,14.14,10.75,2023/24,44,2023,10,303
2023-10-31,ATS_Bergamo,11.640289,72.61904,69.373886,20.17,9.29,6.5,2023/24,44,2023,10,304
2023-11-01,ATS_Bergamo,10.761174,72.85463,73.255424,21.23,10.5,9.5,2023/24,44,2023,11,305
2023-11-02,ATS_Bergamo,9.351122,83.06255,91.75211,21.9,9.2,6.25,2023/24,44,2023,11,306
2023-11-03,ATS_Bergamo,7.900822,64.243904,77.304245,23.2,8.6,7.75,2023/24,44,2023,11,307
2023-11-04,ATS_Bergamo,7.5523987,59.567635,74.23718,20.14,8.5,6.4,2023/24,44,2023,11,308
2023-11-05,ATS_Bergamo,9.855901,70.66195,75.35302,16.17,8.62,6.6,2023/24,44,2023,11,309
2023-11-06,ATS_Bergamo,11.953242,69.406136,64.67138,25.09,17.25,14.0,2023/24,45,2023,11,310
2023-11-07,ATS_Bergamo,9.324546,69.76689,77.167946,24.4,19.0,14.5,2023/24,45,2023,11,311
2023-11-08,ATS_Bergamo,8.985574,50.10608,55.901867,28.67,20.29,16.0,2023/24,45,2023,11,312
2023-11-09,ATS_Bergamo,8.127036,57.05017,68.03624,29.06,13.57,11.75,2023/24,45,2023,11,313
2023-11-10,ATS_Bergamo,7.2806005,67.41213,85.11585,27.51,13.75,12.6,2023/24,45,2023,11,314
2023-11-11,ATS_Bergamo,9.6865015,42.20759,44.68545,28.67,17.38,14.6,2023/24,45,2023,11,315
2023-11-12,ATS_Bergamo,6.904554,52.179893,67.18166,23.47,16.5,14.8,2023/24,45,2023,11,316
2023-11-13,ATS_Bergamo,11.353912,68.16674,66.58659,32.13,28.29,23.4,2023/24,46,2023,11,317
2023-11-14,ATS_Bergamo,12.817571,80.76443,72.0333,36.65,42.57,35.6,2023/24,46,2023,11,318
2023-11-15,ATS_Bergamo,14.04626,56.10055,45.566017,31.79,25.88,19.0,2023/24,46,2023,11,319
2023-11-16,ATS_Bergamo,10.710532,46.11665,46.094566,34.78,22.25,19.0,2023/24,46,2023,11,320
2023-11-17,ATS_Bergamo,12.185281,44.78773,41.447823,24.52,15.86,13.8,2023/24,46,2023,11,321
2023-11-18,ATS_Bergamo,11.006675,36.33038,35.605247,31.15,19.29,17.8,2023/24,46,2023,11,322
2023-11-19,ATS_Bergamo,11.917424,63.610844,60.21392,36.99,29.71,24.8,2023/24,46,2023,11,323
2023-11-20,ATS_Bergamo,10.963043,61.592358,61.570183,37.53,42.29,34.4,2023/24,47,2023,11,324
2023-11-21,ATS_Bergamo,9.884081,57.160362,60.185844,36.49,51.0,36.0,2023/24,47,2023,11,325
2023-11-22,ATS_Bergamo,10.930259,49.82461,48.837135,32.51,29.0,20.2,2023/24,47,2023,11,326
2023-11-23,ATS_Bergamo,10.532274,40.013123,40.790977,34.69,31.5,21.8,2023/24,47,2023,11,327
2023-11-24,ATS_Bergamo,9.338636,47.798466,52.991848,41.34,38.12,31.8,2023/24,47,2023,11,328
2023-11-25,ATS_Bergamo,4.7805657,16.776548,25.302845,9.5,7.5,6.0,2023/24,47,2023,11,329
2023-11-26,ATS_Bergamo,5.6231647,30.926296,44.42649,17.45,11.67,10.75,2023/24,47,2023,11,330
2023-11-27,ATS_Bergamo,4.04354,30.54047,47.54114,41.26,27.0,21.0,2023/24,48,2023,11,331
2023-11-28,ATS_Bergamo,5.859981,45.77061,62.70982,39.01,31.29,22.25,2023/24,48,2023,11,332
2023-11-29,ATS_Bergamo,5.4516034,33.11687,45.72633,31.13,23.0,20.5,2023/24,48,2023,11,333
2023-11-30,ATS_Bergamo,1.3660496,48.493473,90.691185,33.78,24.88,19.2,2023/24,48,2023,11,334
2023-12-01,ATS_Bergamo,4.5005364,63.371067,96.212456,36.97,26.88,22.0,2023/24,48,2023,12,335
2023-12-02,ATS_Bergamo,3.200906,45.222572,73.873405,26.5,17.0,12.2,2023/24,48,2023,12,336
2023-12-03,ATS_Bergamo,2.8763733,37.21795,59.823967,25.16,16.38,14.0,2023/24,48,2023,12,337
2023-12-04,ATS_Bergamo,0.050271172,35.492283,71.63851,34.13,25.57,20.25,2023/24,49,2023,12,338
2023-12-05,ATS_Bergamo,1.575592,46.94043,85.962654,40.41,39.5,33.8,2023/24,49,2023,12,339
2023-12-06,ATS_Bergamo,4.309932,42.986115,65.38192,41.79,42.75,31.0,2023/24,49,2023,12,340
2023-12-07,ATS_Bergamo,4.6832232,36.52842,54.391487,44.69,38.5,29.4,2023/24,49,2023,12,341
2023-12-08,ATS_Bergamo,1.5669425,44.179634,81.66753,32.94,24.88,20.4,2023/24,49,2023,12,342
2023-12-09,ATS_Bergamo,3.5167542,46.188133,74.79838,34.37,39.62,33.6,2023/24,49,2023,12,343
2023-12-10,ATS_Bergamo,7.2214484,53.82081,67.63821,31.29,29.12,23.4,2023/24,49,2023,12,344
2023-12-11,ATS_Bergamo,6.540401,61.546963,82.1903,35.42,45.88,36.6,2023/24,50,2023,12,345
2023-12-12,ATS_Bergamo,8.305433,62.576164,74.27912,42.38,49.12,34.0,2023/24,50,2023,12,346
2023-12-13,ATS_Bergamo,5.4174933,66.06493,94.39922,46.96,41.0,30.4,2023/24,50,2023,12,347
2023-12-14,ATS_Bergamo,6.084695,54.798985,74.89115,38.12,43.5,31.4,2023/24,50,2023,12,348
2023-12-15,ATS_Bergamo,7.6848626,46.747826,57.258686,43.14,37.62,30.0,2023/24,50,2023,12,349
2023-12-16,ATS_Bergamo,5.4422216,42.073006,59.316765,36.99,28.5,23.6,2023/24,50,2023,12,350
2023-12-17,ATS_Bergamo,7.944384,47.413998,57.698425,32.95,37.12,31.0,2023/24,50,2023,12,351
2023-12-18,ATS_Bergamo,10.49105,53.737324,55.433254,50.88,50.25,36.4,2023/24,51,2023,12,352
2023-12-19,ATS_Bergamo,9.913971,51.447094,54.637184,54.55,46.5,35.6,2023/24,51,2023,12,353
2023-12-20,ATS_Bergamo,7.0265894,49.061256,63.4156,53.12,55.0,38.2,2023/24,51,2023,12,354
2023-12-21,ATS_Bergamo,6.586369,50.215282,66.63372,48.5,46.0,33.4,2023/24,51,2023,12,355
2023-12-22,ATS_Bergamo,11.799294,55.173244,52.364388,25.72,13.62,10.8,2023/24,51,2023,12,356
2023-12-23,ATS_Bergamo,14.567291,51.48061,40.854805,32.12,13.0,10.4,2023/24,51,2023,12,357
2023-12-24,ATS_Bergamo,13.5513525,55.098095,46.43688,25.96,19.12,13.2,2023/24,51,2023,12,358
2023-12-25,ATS_Bergamo,11.773346,65.437675,62.144997,28.07,29.88,20.2,2023/24,52,2023,12,359
2023-12-26,ATS_Bergamo,9.071511,60.870308,68.12964,33.01,48.12,39.0,2023/24,52,2023,12,360
2023-12-27,ATS_Bergamo,8.042633,39.78918,47.276917,28.71,42.5,34.6,2023/24,52,2023,12,361
2023-12-28,ATS_Bergamo,6.7755084,49.612064,64.09744,35.96,44.62,35.2,2023/24,52,2023,12,362
2023-12-29,ATS_Bergamo,6.6876526,56.283222,73.50384,41.47,50.75,37.0,2023/24,52,2023,12,363
2023-12-30,ATS_Bergamo,7.9107623,50.05094,60.293858,40.33,63.75,47.6,2023/24,52,2023,12,364
2023-12-31,ATS_Bergamo,4.77781,58.756584,87.36712,30.24,45.75,34.6,2023/24,52,2023,12,365
2024-01-01,ATS_Bergamo,4.8262897,52.31644,76.41302,23.79,33.38,25.0,2023/24,1,2024,1,1
2024-01-02,ATS_Bergamo,4.360923,40.568264,62.243378,31.54,29.25,20.6,2023/24,1,2024,1,2
2024-01-03,ATS_Bergamo,8.194628,55.648407,66.46976,36.33,37.75,28.4,2023/24,1,2024,1,3
2024-01-04,ATS_Bergamo,7.9280267,48.20942,58.278656,36.1,32.12,24.0,2023/24,1,2024,1,4
2024-01-05,ATS_Bergamo,3.2944815,56.51765,92.4148,31.51,22.5,17.0,2023/24,1,2024,1,5
2024-01-06,ATS_Bergamo,4.390603,56.370483,85.45314,26.27,15.75,14.2,2023/24,1,2024,1,6
2024-01-07,ATS_Bergamo,4.3931146,52.594658,78.97328,31.49,27.38,20.2,2023/24,1,2024,1,7
2024-01-08,ATS_Bergamo,5.7490363,53.367176,72.8376,35.13,24.12,17.2,2023/24,2,2024,1,8
2024-01-09,ATS_Bergamo,3.0919495,48.339264,80.74264,20.55,22.12,15.2,2023/24,2,2024,1,9
2024-01-10,ATS_Bergamo,1.6907567,41.753864,76.61187,24.23,25.25,21.6,2023/24,2,2024,1,10
2024-01-11,ATS_Bergamo,3.7396545,40.61952,64.44913,41.13,48.12,38.8,2023/24,2,2024,1,11
2024-01-12,ATS_Bergamo,5.213427,37.174232,53.117737,42.56,43.43,36.75,2023/24,2,2024,1,12
2024-01-13,ATS_Bergamo,3.1478229,32.733948,53.453926,41.15,40.38,33.4,2023/24,2,2024,1,13
2024-01-14,ATS_Bergamo,1.3470415,27.55218,50.9379,35.99,46.12,38.0,2023/24,2,2024,1,14
2024-01-15,ATS_Bergamo,3.924469,38.496067,60.55484,46.95,63.75,50.6,2023/24,3,2024,1,15
2024-01-16,ATS_Bergamo,3.4084604,36.906822,59.057095,44.86,56.0,43.8,2023/24,3,2024,1,16
2024-01-17,ATS_Bergamo,1.0303214,47.301357,90.50846,44.04,48.0,37.0,2023/24,3,2024,1,17
2024-01-18,ATS_Bergamo,7.0851483,63.185097,80.7217,42.43,34.57,29.8,2023/24,3,2024,1,18
2024-01-19,ATS_Bergamo,4.246386,41.025208,61.073833,31.54,41.5,27.4,2023/24,3,2024,1,19
2024-01-20,ATS_Bergamo,1.2048471,24.189157,45.100548,32.69,21.12,18.75,2023/24,3,2024,1,20
2024-01-21,ATS_Bergamo,2.0285428,25.397245,45.749535,38.9,32.12,29.5,2023/24,3,2024,1,21
2024-01-22,ATS_Bergamo,5.142382,23.060202,33.498158,48.2,45.38,37.2,2023/24,4,2024,1,22
2024-01-23,ATS_Bergamo,7.130698,40.858776,52.201565,50.78,51.0,40.8,2023/24,4,2024,1,23
2024-01-24,ATS_Bergamo,9.4639845,45.63981,50.42767,53.84,62.12,46.0,2023/24,4,2024,1,24
2024-01-25,ATS_Bergamo,10.030147,58.25476,61.962715,50.93,79.75,57.25,2023/24,4,2024,1,25
2024-01-26,ATS_Bergamo,9.458928,57.558346,63.498344,50.27,83.5,63.8,2023/24,4,2024,1,26
2024-01-27,ATS_Bergamo,11.878047,52.777287,49.650696,49.39,75.38,57.0,2023/24,4,2024,1,27
2024-01-28,ATS_Bergamo,6.9513593,43.972992,56.954563,37.73,59.0,42.4,2023/24,4,2024,1,28
2024-01-29,ATS_Bergamo,7.8595624,41.23205,51.108227,46.47,59.75,41.75,2023/24,5,2024,1,29
2024-01-30,ATS_Bergamo,8.2912035,43.979164,52.63958,57.17,67.62,47.6,2023/24,5,2024,1,30
2024-01-31,ATS_Bergamo,10.145033,41.340126,43.527046,58.16,78.71,60.25,2023/24,5,2024,1,31
2024-02-01,ATS_Bergamo,7.242654,53.476734,67.84802,53.56,74.5,50.8,2023/24,5,2024,2,32
2024-02-02,ATS_Bergamo,11.04626,42.20818,41.65722,54.71,70.12,53.8,2023/24,5,2024,2,33
2024-02-03,ATS_Bergamo,15.006465,59.166527,46.119366,52.51,71.29,53.4,2023/24,5,2024,2,34
2024-02-04,ATS_Bergamo,13.9796095,49.562386,41.20223,40.92,61.71,48.6,2023/24,5,2024,2,35
2024-02-05,ATS_Bergamo,14.194977,54.06773,44.425793,37.41,51.29,40.0,2023/24,6,2024,2,36
2024-02-06,ATS_Bergamo,10.132965,54.510014,57.15427,41.87,90.29,65.8,2023/24,6,2024,2,37
2024-02-07,ATS_Bergamo,10.261732,55.873775,57.000214,39.99,53.14,37.0,2023/24,6,2024,2,38
2024-02-08,ATS_Bergamo,9.93699,55.07595,58.051094,33.29,41.0,26.4,2023/24,6,2024,2,39
2024-02-09,ATS_Bergamo,6.011523,67.690994,92.56306,25.05,25.88,21.0,2023/24,6,2024,2,40
2024-02-10,ATS_Bergamo,5.203626,62.582703,90.002686,17.32,4.62,3.8,2023/24,6,2024,2,41
2024-02-11,ATS_Bergamo,6.865108,71.4129,92.02613,20.0,10.25,8.4,2023/24,6,2024,2,42
2024-02-12,ATS_Bergamo,8.515603,59.76189,68.44163,26.71,23.75,20.0,2023/24,7,2024,2,43
2024-02-13,ATS_Bergamo,9.567396,42.727688,45.876644,36.03,37.88,31.6,2023/24,7,2024,2,44
2024-02-14,ATS_Bergamo,9.903264,45.812614,48.37467,39.56,36.5,31.0,2023/24,7,2024,2,45
2024-02-15,ATS_Bergamo,10.803794,51.684868,51.668896,44.22,56.88,46.0,2023/24,7,2024,2,46
2024-02-16,ATS_Bergamo,11.886418,63.238716,58.942444,46.95,77.75,65.0,2023/24,7,2024,2,47
2024-02-17,ATS_Bergamo,13.492305,67.02563,56.853596,49.59,94.71,76.0,2023/24,7,2024,2,48
2024-02-18,ATS_Bergamo,12.928968,75.58024,66.538376,37.72,86.75,72.0,2023/24,7,2024,2,49
2024-02-19,ATS_Bergamo,12.197279,60.51768,55.20225,43.81,93.88,75.8,2023/24,8,2024,2,50
2024-02-20,ATS_Bergamo,11.593798,60.38314,56.90861,41.07,83.88,64.75,2023/24,8,2024,2,51
2024-02-21,ATS_Bergamo,11.055468,58.9553,58.15157,38.06,49.0,38.5,2023/24,8,2024,2,52
2024-02-22,ATS_Bergamo,5.888615,62.899372,86.88078,35.46,43.38,30.0,2023/24,8,2024,2,53
2024-02-23,ATS_Bergamo,3.9359088,61.27117,95.667534,26.99,7.0,7.75,2023/24,8,2024,2,54
2024-02-24,ATS_Bergamo,5.795179,64.19039,89.23369,23.17,13.5,9.2,2023/24,8,2024,2,55
2024-02-25,ATS_Bergamo,6.0768127,57.004177,77.51862,21.27,11.12,8.4,2023/24,8,2024,2,56
2024-02-26,ATS_Bergamo,3.1508222,54.330196,89.665146,22.71,8.5,6.8,2023/24,9,2024,2,57
2024-02-27,ATS_Bergamo,5.227622,64.306015,92.496895,31.29,8.38,7.6,2023/24,9,2024,2,58
2024-02-28,ATS_Bergamo,10.70844,73.40834,74.017525,29.59,11.75,8.8,2023/24,9,2024,2,59
2024-02-29,ATS_Bergamo,11.021393,73.32525,72.72297,33.49,25.0,16.0,2023/24,9,2024,2,60
2024-03-01,ATS_Bergamo,7.318791,72.908455,91.59851,29.97,13.75,10.75,2023/24,9,2024,3,61
2024-03-02,ATS_Bergamo,7.130628,73.21271,92.79682,23.24,11.75,9.4,2023/24,9,2024,3,62
2024-03-03,ATS_Bergamo,8.45558,63.056694,73.7198,15.52,8.88,6.0,2023/24,9,2024,3,63
2024-03-04,ATS_Bergamo,9.1974535,65.61287,72.7595,25.32,13.75,10.0,2023/24,10,2024,3,64
2024-03-05,ATS_Bergamo,10.300201,71.99801,74.5765,28.79,19.12,13.2,2023/24,10,2024,3,65
2024-03-06,ATS_Bergamo,7.919342,53.924828,64.51911,22.52,11.62,9.2,2023/24,10,2024,3,66
2024-03-07,ATS_Bergamo,9.331696,59.0561,64.829056,25.04,22.88,19.4,2023/24,10,2024,3,67
2024-03-08,ATS_Bergamo,6.21817,62.746468,85.114296,19.28,22.88,17.0,2023/24,10,2024,3,68
2024-03-09,ATS_Bergamo,5.3739667,60.398315,86.22971,17.53,11.5,9.2,2023/24,10,2024,3,69
2024-03-10,ATS_Bergamo,4.875257,61.21929,89.94902,15.61,10.12,8.0,2023/24,10,2024,3,70
2024-03-11,ATS_Bergamo,7.9991064,56.434147,67.66823,24.67,13.75,9.4,2023/24,11,2024,3,71
2024-03-12,ATS_Bergamo,11.115178,45.74957,45.50134,27.55,15.43,10.8,2023/24,11,2024,3,72
2024-03-13,ATS_Bergamo,12.324999,70.01799,64.10722,26.08,27.57,24.2,2023/24,11,2024,3,73
2024-03-14,ATS_Bergamo,12.774985,72.43415,64.48269,28.3,39.38,30.4,2023/24,11,2024,3,74
2024-03-15,ATS_Bergamo,11.876548,68.744156,64.940254,23.12,19.62,11.6,2023/24,11,2024,3,75
2024-03-16,ATS_Bergamo,15.086614,71.210205,54.207836,23.44,26.5,19.4,2023/24,11,2024,3,76
2024-03-17,ATS_Bergamo,14.499351,69.48626,54.776142,20.58,31.0,24.0,2023/24,11,2024,3,77
2024-03-18,ATS_Bergamo,11.2490015,83.92614,81.91285,26.37,31.62,21.0,2023/24,12,2024,3,78
2024-03-19,ATS_Bergamo,14.731703,80.09068,62.623684,20.74,44.38,34.6,2023/24,12,2024,3,79
2024-03-20,ATS_Bergamo,13.476645,73.5672,62.487946,24.21,43.38,32.4,2023/24,12,2024,3,80
2024-03-21,ATS_Bergamo,15.876653,78.08608,57.07923,27.57,49.5,39.0,2023/24,12,2024,3,81
2024-03-22,ATS_Bergamo,16.443407,63.83436,44.682926,26.66,48.5,38.2,2023/24,12,2024,3,82
2024-03-23,ATS_Bergamo,13.014696,74.132996,65.34758,21.72,33.12,22.6,2023/24,12,2024,3,83
2024-03-24,ATS_Bergamo,10.63021,35.577595,35.689552,10.16,5.12,5.0,2023/24,12,2024,3,84
2024-03-25,ATS_Bergamo,11.337555,33.915615,33.510838,22.73,16.38,10.0,2023/24,13,2024,3,85
2024-03-26,ATS_Bergamo,6.7664404,49.433197,64.78909,27.25,19.57,13.75,2023/24,13,2024,3,86
2024-03-27,ATS_Bergamo,5.138371,68.513,98.4486,23.2,15.88,10.8,2023/24,13,2024,3,87
2024-03-28,ATS_Bergamo,4.4103436,63.421284,96.33114,24.44,9.88,7.4,2023/24,13,2024,3,88
2024-03-29,ATS_Bergamo,8.154066,70.02787,82.8457,27.48,20.0,14.8,2023/24,13,2024,3,89
2024-03-30,ATS_Bergamo,11.883837,75.80653,71.08633,22.7,64.0,26.6,2023/24,13,2024,3,90
2024-03-31,ATS_Bergamo,8.253257,82.54735,96.3068,12.29,38.29,11.75,2023/24,13,2024,3,91
2024-04-01,ATS_Bergamo,11.442012,80.5522,79.01008,8.23,21.71,6.0,2023/24,14,2024,4,92
2024-04-02,ATS_Bergamo,13.982993,59.252605,48.25529,18.89,7.57,5.75,2023/24,14,2024,4,93
2024-04-03,ATS_Bergamo,8.4065075,61.124367,71.75256,29.74,13.57,10.25,2023/24,14,2024,4,94
2024-04-04,ATS_Bergamo,14.666412,73.76703,58.24891,22.43,16.25,10.4,2023/24,14,2024,4,95
2024-04-05,ATS_Bergamo,15.068721,82.31848,63.460762,21.53,19.25,11.2,2023/24,14,2024,4,96
2024-04-06,ATS_Bergamo,18.108517,85.15592,54.76722,22.93,22.12,15.4,2023/24,14,2024,4,97
2024-04-07,ATS_Bergamo,19.549992,88.92329,52.24433,23.99,24.5,16.2,2023/24,14,2024,4,98
2024-04-08,ATS_Bergamo,22.002035,86.11874,43.85683,26.51,37.62,26.4,2023/24,15,2024,4,99
2024-04-09,ATS_Bergamo,14.767556,86.82982,68.37951,21.93,41.0,27.8,2023/24,15,2024,4,100
2024-04-10,ATS_Bergamo,7.790436,60.974113,73.94495,18.01,8.12,5.4,2023/24,15,2024,4,101
2024-04-11,ATS_Bergamo,17.093588,81.60223,55.53127,22.78,18.75,13.2,2023/24,15,2024,4,102
2024-04-12,ATS_Bergamo,19.699615,83.439835,48.15438,25.53,26.0,18.0,2023/24,15,2024,4,103
2024-04-13,ATS_Bergamo,20.519684,92.20848,50.473297,22.39,31.88,20.6,2023/24,15,2024,4,104
2024-04-14,ATS_Bergamo,22.40274,92.52557,45.69717,17.42,23.88,16.6,2023/24,15,2024,4,105
2024-04-15,ATS_Bergamo,18.41582,96.13891,61.053467,19.38,22.0,10.2,2023/24,16,2024,4,106
2024-04-16,ATS_Bergamo,15.4171095,25.06033,19.184345,14.59,18.25,13.0,2023/24,16,2024,4,107
2024-04-17,ATS_Bergamo,12.12306,39.668262,36.909115,16.38,10.62,6.6,2023/24,16,2024,4,108
2024-04-18,ATS_Bergamo,8.135581,37.393024,43.193188,18.62,10.38,7.25,2023/24,16,2024,4,109
2024-04-19,ATS_Bergamo,11.249176,38.899815,38.407158,21.82,12.0,9.4,2023/24,16,2024,4,110
2024-04-20,ATS_Bergamo,11.214125,30.084139,29.366215,13.83,11.5,9.8,2023/24,16,2024,4,111
2024-04-21,ATS_Bergamo,9.555154,41.528347,45.261864,9.8,7.5,5.8,2023/24,16,2024,4,112
2024-04-22,ATS_Bergamo,3.6631339,51.264706,81.38726,17.51,6.25,4.6,2023/24,17,2024,4,113
