stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
24-25,ATS_Brianza,PM10,2024,40,W40/2024,1,138,11.5665,3.4427,3.0143,15.9714,13.0266,10.1808
24-25,ATS_Brianza,PM10,2024,41,W41/2024,2,138,9.4018,3.9513,2.0000,16.4571,12.0070,8.1294
24-25,ATS_Brianza,PM10,2024,42,W42/2024,3,138,12.7474,5.8531,1.4714,20.8714,16.2942,10.7286
24-25,ATS_Brianza,PM10,2024,43,W43/2024,4,138,19.6966,6.2864,4.1857,28.4429,22.7501,17.2327
24-25,ATS_Brianza,PM10,2024,44,W44/2024,5,138,26.0707,7.1474,7.7857,35.3571,29.7932,23.1928
24-25,ATS_Brianza,PM10,2024,45,W45/2024,6,138,37.5428,9.5640,12.4286,51.4571,44.0477,34.0471
24-25,ATS_Brianza,PM10,2024,46,W46/2024,7,138,37.5788,13.3670,8.9714,52.6286,45.3208,32.4175
24-25,ATS_Brianza,PM10,2024,47,W47/2024,8,138,22.4627,9.5412,2.3286,34.3429,28.2096,18.8872
24-25,ATS_Brianza,PM10,2024,48,W48/2024,9,138,31.1831,13.2970,4.4714,48.3857,38.7399,25.9859
24-25,ATS_Brianza,PM10,2024,49,W49/2024,10,138,31.2254,12.9236,4.5571,47.1429,38.9203,26.2758
24-25,ATS_Brianza,PM10,2024,50,W50/2024,11,138,35.0483,12.5628,7.2143,52.9143,42.0294,29.9654
24-25,ATS_Brianza,PM10,2024,51,W51/2024,12,138,27.1398,12.1469,3.6000,43.9857,34.4108,22.6422
24-25,ATS_Brianza,PM10,2024,52,W52/2024,13,138,20.2381,9.9881,3.5571,39.4857,28.2357,17.6464
24-25,ATS_Brianza,PM10,2025,1,W01/2025,14,138,43.8787,20.6864,5.4000,77.9857,58.3093,37.6539
24-25,ATS_Brianza,PM10,2025,2,W02/2025,15,117,20.9001,8.0360,2.8286,31.1857,26.0171,18.4491
24-25,ATS_Brianza,PM10,2025,3,W03/2025,16,117,33.9164,13.2262,5.3857,52.4143,43.0000,30.2672
24-25,ATS_Brianza,PM10,2025,4,W04/2025,17,116,19.4195,6.6222,2.7857,28.4286,22.9943,17.1388
24-25,ATS_Brianza,PM10,2025,5,W05/2025,18,116,16.5696,6.5315,2.8714,26.4571,21.4775,15.0221
24-25,ATS_Brianza,PM10,2025,6,W06/2025,19,116,32.2176,10.6709,7.3429,45.3000,39.5131,29.0809
24-25,ATS_Brianza,PM10,2025,7,W07/2025,20,116,23.7351,7.9059,4.3429,33.4143,28.1999,21.0063
24-25,ATS_Brianza,PM10,2025,8,W08/2025,21,116,52.6746,16.2571,10.6857,67.7571,61.1846,46.7561
24-25,ATS_Brianza,PM10,2025,9,W09/2025,22,116,35.3948,12.1133,6.7000,47.7429,42.3559,31.3357
24-25,ATS_Brianza,PM10,2025,10,W10/2025,23,116,35.2123,9.5414,13.9857,47.8714,41.7736,32.4563
24-25,ATS_Brianza,PM10,2025,11,W11/2025,24,116,11.8076,3.9383,2.2714,16.5571,13.8719,10.4663
24-25,ATS_Brianza,PM10,2025,12,W12/2025,25,116,24.5957,7.5471,6.1714,32.3714,29.1991,22.2485
24-25,ATS_Brianza,PM10,2025,13,W13/2025,26,116,14.7688,4.3028,4.0714,20.0857,17.1138,13.3219
24-25,ATS_Brianza,PM10,2025,14,W14/2025,27,138,21.5440,4.6450,9.3833,29.6000,23.2927,20.0048
24-25,ATS_Brianza,PM10,2025,15,W15/2025,28,71,25.1483,5.8047,12.2571,35.3429,27.2132,22.7581
24-25,ATS_Brianza,PM10,2025,16,W16/2025,29,138,10.3930,3.6552,1.3000,18.4000,12.0374,8.9755
