stagione,ats,parametro,anno_iso,settimana_iso,week_label,ordine,n_comuni,media_comunale,std_comunale,min_comunale,max_comunale,pop_weight_media,area_weight_media
22-23,ATS_Brianza,PM10,2022,40,W40/2022,1,138,27.3354,9.3855,8.4714,41.6000,33.0120,24.4053
22-23,ATS_Brianza,PM10,2022,41,W41/2022,2,138,32.0716,10.7735,8.0000,48.7429,38.3972,28.3927
22-23,ATS_Brianza,PM10,2022,42,W42/2022,3,138,27.4261,9.9260,7.1714,42.5714,33.1547,23.9502
22-23,ATS_Brianza,PM10,2022,43,W43/2022,4,138,24.0462,10.4922,2.9857,37.5429,29.4609,20.0717
22-23,ATS_Brianza,PM10,2022,44,W44/2022,5,138,18.0862,5.1397,5.6429,25.6857,21.2387,16.1661
22-23,ATS_Brianza,PM10,2022,45,W45/2022,6,138,23.6372,9.7992,4.1286,39.3571,30.2253,20.1605
22-23,ATS_Brianza,PM10,2022,46,W46/2022,7,138,16.2225,6.5704,2.3857,25.8286,20.0804,13.7314
22-23,ATS_Brianza,PM10,2022,47,W47/2022,8,138,21.9877,10.3643,2.5000,37.7000,29.2135,18.5276
22-23,ATS_Brianza,PM10,2022,48,W48/2022,9,138,28.0944,7.5792,9.1143,38.1571,32.2720,24.9050
22-23,ATS_Brianza,PM10,2022,49,W49/2022,10,138,20.7139,8.2486,3.1429,33.4571,25.5631,17.5687
22-23,ATS_Brianza,PM10,2022,50,W50/2022,11,138,28.5216,11.4062,4.3000,46.2857,35.6094,24.1049
22-23,ATS_Brianza,PM10,2022,51,W51/2022,12,138,42.4590,18.2474,3.6000,61.6143,51.1428,34.7066
22-23,ATS_Brianza,PM10,2022,52,W52/2022,13,138,40.1482,16.5927,3.7429,58.0571,48.3002,33.1280
22-23,ATS_Brianza,PM10,2023,1,W01/2023,14,137,23.1022,7.2544,4.0571,31.2286,24.9662,19.7686
22-23,ATS_Brianza,PM10,2023,2,W02/2023,15,137,24.2906,11.5525,2.2571,41.7429,31.9087,20.2179
22-23,ATS_Brianza,PM10,2023,3,W03/2023,16,138,18.3646,7.3793,2.8857,28.5000,22.3101,15.4112
22-23,ATS_Brianza,PM10,2023,4,W04/2023,17,138,30.9974,9.1606,7.5857,43.6429,36.2315,27.3208
22-23,ATS_Brianza,PM10,2023,5,W05/2023,18,138,27.7183,12.4722,2.7857,40.3857,34.3664,22.7744
22-23,ATS_Brianza,PM10,2023,6,W06/2023,19,138,33.0064,10.3884,8.7143,45.9714,39.1289,28.9939
22-23,ATS_Brianza,PM10,2023,7,W07/2023,20,138,39.6586,11.3963,10.1571,52.7857,46.2591,35.0693
22-23,ATS_Brianza,PM10,2023,8,W08/2023,21,138,46.1449,13.8291,11.0143,59.3714,52.3035,40.1999
22-23,ATS_Brianza,PM10,2023,9,W09/2023,22,138,30.6769,7.3968,9.2000,38.5000,34.1588,27.5731
22-23,ATS_Brianza,PM10,2023,10,W10/2023,23,138,21.5961,6.5449,5.2000,29.4000,24.4968,18.8983
22-23,ATS_Brianza,PM10,2023,11,W11/2023,24,138,21.9335,4.8542,8.5714,27.5857,24.5899,20.0332
22-23,ATS_Brianza,PM10,2023,12,W12/2023,25,138,26.7710,6.7293,8.3286,33.3286,29.4338,23.9044
22-23,ATS_Brianza,PM10,2023,13,W13/2023,26,138,11.9676,3.9823,3.6000,17.2143,14.0747,10.4943
22-23,ATS_Brianza,PM10,2023,14,W14/2023,27,138,20.2068,5.5080,6.9143,27.1000,23.4053,18.1613
22-23,ATS_Brianza,PM10,2023,15,W15/2023,28,138,12.5237,3.2945,4.2714,16.0571,14.0984,11.2025
22-23,ATS_Brianza,PM10,2023,16,W16/2023,29,138,11.8513,2.8478,5.4143,16.5429,13.6907,10.9272
